,챔피언,게임 결과,게임 시간,소환사 주문1,소환사 주문2,메인 룬,보조 룬,KDA,평점,레벨,CS,분당 CS,킬관여,아이템1,아이템2,아이템3,아이템4,아이템5,아이템6
227,이즈리얼,승리,18분 46초,회복,점멸,치명적 속도,영감,1/1/2,3.00,9,117,6.2,19%,명석함의 아이오니아 장화,마나무네,-,광휘의 검,사파이어 수정,도란의 검
228,이즈리얼,패배,23분 48초,회복,점멸,치명적 속도,영감,0/4/4,1.00,11,157,6.6,44%,명석함의 아이오니아 장화,마나무네,광휘의 검,탐식의 망치,단검,도란의 검
229,애쉬,승리,21분 12초,회복,점멸,치명적 속도,영감,0/0/5,6.00,11,161,7.6,28%,광전사의 군화,몰락한 왕의 검,충전형 물약,-,도란의 검,-
230,애쉬,패배,20분 13초,회복,점멸,치명적 속도,영감,1/1/2,3.00,10,164,8.1,27%,광전사의 군화,몰락한 왕의 검,제어 와드,열정의 검,단검,도란의 검
231,애쉬,승리,17분 10초,정화,점멸,치명적 속도,영감,2/0/7,10.80,9,113,6.6,64%,광전사의 군화,몰락한 왕의 검,열정의 검,-,-,-
232,이즈리얼,승리,22분 11초,회복,점멸,치명적 속도,영감,4/1/2,6.00,12,170,7.7,25%,명석함의 아이오니아 장화,무라마나,얼어붙은 건틀릿,롱소드,도란의 검,-
233,이즈리얼,패배,21분 10초,회복,점멸,정복자,영감,1/2/1,1.00,10,136,6.4,22%,명석함의 아이오니아 장화,마나무네,광휘의 검,롱소드,루비 수정,처형인의 대검
234,이즈리얼,패배,19분 4초,회복,점멸,정복자,영감,2/6/3,0.83,9,95,5.0,38%,속도의 장화,마나무네,제어 와드,얼어붙은 건틀릿,-,도란의 검
235,미스 포츈,승리,24분 56초,회복,점멸,집중 공격,마법,4/4/14,4.50,12,157,6.3,55%,광전사의 군화,정수 약탈자,-,무한의 대검,단검,도란의 검
236,이즈리얼,승리,23분 17초,회복,점멸,정복자,영감,6/2/11,8.50,12,106,4.6,55%,명석함의 아이오니아 장화,무라마나,얼어붙은 건틀릿,콜필드의 전투 망치,도란의 검,-
237,이즈리얼,승리,16분 3초,회복,점멸,정복자,영감,3/0/4,8.40,9,123,7.7,37%,명석함의 아이오니아 장화,마나무네,제어 와드,얼어붙은 건틀릿,도란의 검,-
238,애쉬,승리,22분 32초,회복,점멸,치명적 속도,마법,5/5/12,3.40,12,111,4.9,52%,광전사의 군화,몰락한 왕의 검,-,루난의 허리케인,도란의 검,-
