,챔피언,게임 결과,게임 시간,소환사 주문1,소환사 주문2,메인 룬,보조 룬,KDA,평점,레벨,CS,분당 CS,킬관여,아이템1,아이템2,아이템3,아이템4,아이템5,아이템6
535,자크,패배,27분 31초,강타,점멸,여진,영감,2/8/17,2.38,12,25,0.9,86%,초시계,충전형 물약,워모그의 갑옷,천 갑옷,마법 부여: 잿불거인,닌자의 신발
536,올라프,승리,20분 30초,강타,점멸,정복자,영감,4/3/6,3.33,11,29,1.4,42%,원기 회복의 구슬,충전형 물약,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,닌자의 신발
537,누누와 윌럼프,승리,29분 29초,강타,점멸,여진,영감,3/8/12,1.88,13,28,0.9,37%,거인의 허리띠,쇠사슬 조끼,제어 와드,정령의 형상,마법 부여: 잿불거인,신속의 장화
538,자크,승리,34분 55초,강타,점멸,여진,영감,5/5/22,5.40,18,56,1.6,54%,점화석,가고일의 돌갑옷,쇠사슬 조끼,워모그의 갑옷,마법 부여: 잿불거인,헤르메스의 발걸음
539,이즈리얼,승리,16분 20초,회복,점멸,치명적 속도,마법,0/4/7,1.75,9,94,5.8,33%,제어 와드,체력 물약,도란의 검,마나무네,광휘의 검,속도의 장화
540,야스오,패배,20분 30초,점화,점멸,정복자,지배,1/6/3,0.67,12,132,6.4,57%,도란의 검,충전형 물약,곡괭이,민첩성의 망토,유령 무희,광전사의 군화
541,제드,승리,30분 23초,점화,점멸,감전,마법,17/5/12,5.80,16,156,5.1,63%,톱날 단검,수호 천사,콜필드의 전투 망치,맬모셔스의 아귀,드락사르의 황혼검,헤르메스의 발걸음
542,쓰레쉬,패배,20분 37초,점화,점멸,여진,영감,2/5/4,1.20,10,23,1.1,50%,체력 물약,망가진 초시계,기사의 맹세,룬 강철 어깨 갑옷,음전자 망토,기동력의 장화
543,에코,패배,28분 33초,강타,점멸,어둠의 수확,영감,1/8/6,0.88,13,55,1.9,58%,망각의 구,마법공학 초기형 벨트-01,충전형 물약,방출의 마법봉,마법 부여: 룬의 메아리,약간 신비한 장화
544,자크,승리,19분 28초,강타,점멸,여진,영감,4/2/7,5.50,11,17,0.9,48%,충전형 물약,점화석,제어 와드,기사의 맹세,마법 부여: 잿불거인,약간 신비한 장화
545,자크,패배,34분 15초,강타,점멸,여진,영감,5/6/13,3.00,15,47,1.4,58%,마법무효화의 망토,가고일의 돌갑옷,제어 와드,워모그의 갑옷,마법 부여: 잿불거인,헤르메스의 발걸음
546,그라가스,승리,32분 40초,강타,점멸,포식자,마법,10/5/12,4.40,16,45,1.4,59%,모렐로노미콘,존야의 모래시계,음전자 망토,마법사의 신발,마법 부여: 룬의 메아리,쇠사슬 조끼
547,자크,승리,18분 49초,강타,점멸,여진,영감,4/3/9,4.33,11,26,1.4,50%,루비 수정,충전형 물약,제어 와드,점화석,마법 부여: 잿불거인,헤르메스의 발걸음
548,피들스틱,승리,27분 12초,강타,점멸,포식자,마법,2/4/13,3.75,14,30,1.1,48%,충전형 물약,마법사의 신발,존야의 모래시계,망각의 구,마법 부여: 룬의 메아리,방출의 마법봉
549,샤코,패배,29분 2초,강타,점멸,칼날비,정밀,7/6/7,2.33,13,34,1.2,58%,드락사르의 황혼검,-,제어 와드,그림자 검,마법 부여: 용사,신속의 장화
550,올라프,패배,30분 6초,강타,점멸,정복자,영감,6/7/8,2.00,14,42,1.4,56%,요림의 주먹,정당한 영광,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
551,자르반 4세,패배,15분 36초,강타,점멸,정복자,영감,3/3/3,2.00,8,17,1.1,86%,루비 수정,충전형 물약,제어 와드,탐식의 망치,마법 부여: 잿불거인,약간 신비한 장화
552,자크,승리,16분 31초,강타,점멸,여진,영감,5/1/6,11.00,11,18,1.1,52%,수정 팔 보호구,충전형 물약,-,점화석,마법 부여: 잿불거인,약간 신비한 장화
553,리 신,패배,15분 13초,강타,점멸,정복자,영감,2/2/0,1.00,8,20,1.3,100%,탐식의 망치,충전형 물약,제어 와드,점화석,마법 부여: 용사,약간 신비한 장화
554,자크,패배,30분 9초,강타,점멸,여진,영감,5/5/13,3.60,14,73,2.4,67%,워모그의 갑옷,망가진 초시계,음전자 망토,기사의 맹세,마법 부여: 잿불거인,헤르메스의 발걸음
555,자크,승리,32분 29초,강타,점멸,여진,영감,5/4/15,5.00,15,43,1.3,57%,가시 갑옷,망가진 초시계,제어 와드,워모그의 갑옷,마법 부여: 잿불거인,닌자의 신발
556,자크,승리,21분 0초,강타,점멸,여진,영감,7/3/9,5.33,14,53,2.5,37%,쇠사슬 조끼,점화석,제어 와드,워모그의 갑옷,마법 부여: 잿불거인,닌자의 신발
557,엘리스,승리,27분 37초,강타,점멸,감전,마법,3/3/13,5.33,14,23,0.8,40%,추적자의 팔목 보호대,망가진 초시계,제어 와드,모렐로노미콘,마법 부여: 룬의 메아리,마법사의 신발
558,자크,승리,22분 19초,강타,점멸,여진,영감,1/2/6,3.50,11,14,0.6,30%,점화석,충전형 물약,제어 와드,천 갑옷,마법 부여: 잿불거인,헤르메스의 발걸음
559,자크,승리,34분 5초,강타,점멸,여진,영감,9/4/32,10.25,17,49,1.4,72%,쇠사슬 조끼,가고일의 돌갑옷,기사의 맹세,워모그의 갑옷,마법 부여: 잿불거인,헤르메스의 발걸음
560,야스오,패배,22분 52초,점화,점멸,정복자,지배,0/6/4,0.67,12,153,6.7,36%,민첩성의 망토,충전형 물약,제어 와드,도란의 검,유령 무희,광전사의 군화
561,누누와 윌럼프,패배,28분 33초,강타,점멸,여진,마법,4/7/20,3.43,13,34,1.2,92%,망자의 갑옷,초시계,제어 와드,정령의 형상,마법 부여: 잿불거인,신속의 장화
562,블리츠크랭크,패배,23분 29초,점화,점멸,수호자,영감,0/0/3,Perfect,10,35,1.5,60%,수정 팔 보호구,체력 물약,천 갑옷,화이트록의 갑옷,지크의 융합,기동력의 장화
563,이즈리얼,승리,19분 41초,회복,점멸,정복자,영감,6/2/5,5.50,10,124,6.3,58%,도란의 검,충전형 물약,롱소드,얼어붙은 건틀릿,마나무네,명석함의 아이오니아 장화
564,쓰레쉬,승리,28분 42초,점화,점멸,여진,영감,1/1/17,18.00,13,36,1.3,69%,천 갑옷,망가진 초시계,화이트록의 갑옷,지크의 융합,기사의 맹세,기동력의 장화
565,자크,패배,26분 25초,강타,점멸,여진,영감,8/4/6,3.50,13,41,1.6,70%,루비 수정,가고일의 돌갑옷,천 갑옷,워모그의 갑옷,마법 부여: 잿불거인,닌자의 신발
566,오른,승리,20분 19초,순간이동,점멸,착취의 손아귀,마법,4/1/6,10.00,13,122,6.0,53%,음전자 망토,억겁의 카탈리스트,쇠사슬 조끼,도란의 방패,대장간 불꽃 망토,닌자의 신발
567,블리츠크랭크,승리,24분 32초,점화,점멸,여진,영감,2/1/11,13.00,11,25,1.0,52%,빙하의 장막,초시계,화이트록의 갑옷,수정 팔 보호구,지크의 융합,기동력의 장화
568,가렌,패배,26분 54초,순간이동,점멸,정복자,결의,6/6/0,1.00,13,156,5.8,32%,도란의 방패,스테락의 도전,-,칠흑의 양날 도끼,망자의 갑옷,닌자의 신발
569,에코,승리,22분 49초,강타,점멸,어둠의 수확,영감,5/1/12,17.00,12,29,1.3,61%,증폭의 고서,마법공학 초기형 벨트-01,제어 와드,광휘의 검,마법 부여: 룬의 메아리,마법사의 신발
570,바드,승리,23분 36초,점화,점멸,수호자,지배,2/2/13,7.50,12,19,0.8,50%,수정 팔 보호구,-,제어 와드,얼음 송곳니,아테나의 부정한 성배,기동력의 장화
571,이즈리얼,승리,20분 41초,회복,점멸,정복자,마법,9/1/12,21.00,12,169,8.2,62%,도란의 검,체력 물약,흡혈의 낫,무라마나,삼위일체,명석함의 아이오니아 장화
572,에코,승리,28분 40초,강타,점멸,어둠의 수확,영감,7/2/13,10.00,13,35,1.2,65%,충전형 물약,마법공학 초기형 벨트-01,존야의 모래시계,루비 수정,마법 부여: 룬의 메아리,마법사의 신발
573,야스오,패배,28분 19초,점화,점멸,정복자,지배,6/5/4,2.00,15,192,6.8,48%,도란의 검,얼어붙은 망치,제어 와드,무한의 대검,유령 무희,광전사의 군화
574,야스오,승리,29분 34초,점화,점멸,정복자,지배,14/6/6,3.33,17,194,6.6,54%,피바라기,수은 장식띠,처형인의 대검,무한의 용암 대검,유령 무희,광전사의 군화
575,리 신,승리,29분 32초,강타,점멸,정복자,영감,10/3/5,5.00,13,13,0.4,44%,칠흑의 양날 도끼,-,제어 와드,그림자 검,마법 부여: 용사,헤르메스의 발걸음
576,녹턴,패배,36분 40초,강타,점멸,치명적 속도,지배,9/8/14,2.88,17,48,1.3,57%,밤의 끝자락,요우무의 유령검,쇠사슬 조끼,드락사르의 황혼검,마법 부여: 용사,신속의 장화
577,이즈리얼,승리,30분 57초,정화,점멸,정복자,마법,2/3/8,3.33,15,177,5.7,31%,-,마법공학 총검,-,삼위일체,무라마나,헤르메스의 발걸음
578,야스오,패배,26분 9초,점화,점멸,정복자,지배,2/3/1,1.00,15,221,8.5,14%,도란의 검,빌지워터의 해적검,-,무한의 대검,유령 무희,광전사의 군화
579,녹턴,패배,29분 10초,점화,점멸,치명적 속도,지배,7/9/3,1.11,14,147,5.0,62%,-,요우무의 유령검,-,밤의 끝자락,드락사르의 황혼검,닌자의 신발
580,이즈리얼,패배,14분 7초,회복,점멸,정복자,마법,1/1/0,1.00,8,59,4.2,33%,롱소드,광휘의 검,도란의 검,루비 수정,여신의 눈물,속도의 장화
581,야스오,패배,25분 39초,점화,점멸,정복자,지배,7/4/3,2.50,15,176,6.9,59%,도란의 검,몰락한 왕의 검,-,무한의 대검,유령 무희,광전사의 군화
582,야스오,승리,27분 19초,정화,점멸,정복자,지배,7/3/6,4.33,16,192,7.0,50%,B.F. 대검,수은 장식띠,-,무한의 대검,유령 무희,광전사의 군화
583,야스오,승리,35분 42초,점화,점멸,정복자,지배,2/5/15,3.40,17,203,5.7,41%,무한의 용암 대검,헤르메스의 시미터,-,도란의 검,유령 무희,광전사의 군화
584,야스오,패배,19분 29초,점화,점멸,정복자,지배,1/4/0,0.25,11,127,6.5,20%,민첩성의 망토,충전형 물약,제어 와드,도란의 검,유령 무희,광전사의 군화
585,가렌,패배,34분 17초,점화,점멸,정복자,결의,9/7/7,2.29,16,190,5.5,55%,파수꾼의 갑옷,망자의 갑옷,거인의 허리띠,유령 무희,삼위일체,광전사의 군화
586,녹턴,승리,37분 26초,강타,점멸,치명적 속도,지배,16/6/10,4.33,17,41,1.1,57%,수호 천사,몰락한 왕의 검,요림의 주먹,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
587,오른,승리,20분 24초,점화,점멸,봉인 풀린 주문서,마법,2/4/3,1.25,11,86,4.2,22%,도란의 방패,충전형 물약,천 갑옷,심연의 가면,바미의 불씨,약간 신비한 장화
588,야스오,패배,25분 55초,점화,점멸,정복자,지배,4/6/6,1.67,14,161,6.2,50%,무한의 대검,수은 장식띠,-,흡혈의 낫,유령 무희,광전사의 군화
589,이즈리얼,패배,34분 3초,점화,점멸,정복자,마법,6/9/6,1.33,14,88,2.6,48%,톱날 단검,몰락한 왕의 검,콜필드의 전투 망치,무라마나,얼어붙은 건틀릿,명석함의 아이오니아 장화
590,야스오,패배,16분 10초,점화,점멸,정복자,지배,2/4/0,0.50,10,107,6.6,29%,도란의 검,체력 물약,도란의 검,열정의 검,단검,광전사의 군화
591,야스오,패배,27분 59초,점화,점멸,정복자,지배,5/8/5,1.25,15,168,6.0,62%,도란의 검,수은 장식띠,제어 와드,무한의 대검,유령 무희,광전사의 군화
592,가렌,승리,20분 28초,점화,점멸,정복자,마법,13/4/4,4.25,13,115,5.6,71%,유령 무희,충전형 물약,제어 와드,거인의 허리띠,삼위일체,광전사의 군화
593,야스오,승리,15분 32초,점화,점멸,정복자,지배,7/1/6,13.00,12,131,8.4,54%,도란의 검,충전형 물약,민첩성의 망토,B.F. 대검,유령 무희,광전사의 군화
594,야스오,승리,31분 53초,점화,점멸,정복자,지배,4/5/13,3.40,17,180,5.6,57%,도란의 검,빌지워터의 해적검,수은 장식띠,무한의 대검,유령 무희,광전사의 군화
595,야스오,승리,28분 58초,점화,점멸,정복자,지배,10/5/8,3.60,16,175,6.0,60%,요림의 주먹,수은 장식띠,거인의 허리띠,무한의 대검,유령 무희,광전사의 군화
596,세나,패배,19분 2초,방어막,점멸,빙결 강화,정밀,1/3/2,1.00,9,22,1.2,50%,그림자 검,완벽한 초시계,해로윙 초승달낫,롱소드,롱소드,신속의 장화
597,에코,패배,35분 8초,강타,점멸,어둠의 수확,영감,8/10/11,1.90,13,22,0.6,51%,광휘의 검,마법공학 초기형 벨트-01,존야의 모래시계,암흑의 인장,마법 부여: 룬의 메아리,마법사의 신발
598,파이크,승리,32분 22초,점화,점멸,여진,지배,16/9/12,3.11,14,28,0.9,53%,그림자 검,망가진 초시계,맬모셔스의 아귀,망자의 갑옷,드락사르의 황혼검,기동력의 장화
599,사일러스,패배,34분 8초,순간이동,점멸,정복자,영감,7/5/4,2.20,16,182,5.3,69%,루덴의 메아리,마법공학 초기형 벨트-01,부패 물약,추적자의 팔목 보호대,리치베인,명석함의 아이오니아 장화
600,야스오,승리,33분 38초,점화,점멸,정복자,지배,9/4/16,6.25,18,212,6.3,86%,피바라기,몰락한 왕의 검,수은 장식띠,무한의 대검,유령 무희,광전사의 군화
601,엘리스,승리,38분 20초,강타,점멸,감전,마법,3/4/15,4.50,16,49,1.3,46%,리안드리의 고통,망가진 초시계,악마의 마법서,모렐로노미콘,마법 부여: 룬의 메아리,기동력의 장화
602,야스오,패배,41분 29초,점화,점멸,정복자,지배,18/6/10,4.67,18,258,6.2,82%,얼어붙은 망치,몰락한 왕의 검,헤르메스의 시미터,무한의 대검,유령 무희,광전사의 군화
603,녹턴,패배,24분 28초,점화,점멸,감전,정밀,7/6/5,2.00,13,156,6.4,71%,-,요우무의 유령검,체력 물약,핏빛 칼날,드락사르의 황혼검,속도의 장화
604,리 신,승리,35분 50초,강타,점멸,정복자,지배,12/0/10,Perfect,16,47,1.3,65%,수호 천사,티아맷,요림의 주먹,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
605,야스오,승리,31분 36초,점화,점멸,정복자,지배,6/9/7,1.44,16,170,5.4,37%,도란의 검,몰락한 왕의 검,제어 와드,무한의 대검,유령 무희,광전사의 군화
606,녹턴,승리,21분 13초,점화,점멸,치명적 속도,지배,12/1/4,16.00,14,145,6.8,55%,도란의 검,요우무의 유령검,탐식의 망치,점화석,드락사르의 황혼검,닌자의 신발
607,야스오,승리,33분 42초,점화,점멸,정복자,지배,12/7/10,3.14,16,175,5.2,55%,유령 무희,몰락한 왕의 검,헤르메스의 시미터,초시계,무한의 대검,광전사의 군화
608,루시안,패배,27분 20초,회복,점멸,집중 공격,마법,3/7/4,1.00,14,171,6.3,50%,도란의 검,몰락한 왕의 검,정수 약탈자,-,-,광전사의 군화
609,트위스티드 페이트,패배,26분 38초,점화,점멸,봉인 풀린 주문서,마법,1/6/8,1.50,12,100,3.8,75%,증폭의 고서,존야의 모래시계,부패 물약,제어 와드,영겁의 지팡이,신속의 장화
610,사일러스,패배,40분 56초,점화,점멸,정복자,영감,4/8/15,2.38,17,151,3.7,49%,모렐로노미콘,마법공학 초기형 벨트-01,존야의 모래시계,제어 와드,리치베인,마법사의 신발
611,야스오,패배,27분 3초,점화,점멸,정복자,지배,8/8/3,1.38,15,195,7.2,58%,-,무한의 대검,-,유령 무희,수호 천사,광전사의 군화
612,야스오,승리,30분 26초,점화,점멸,정복자,지배,9/7/9,2.57,14,140,4.6,62%,천 갑옷,몰락한 왕의 검,초시계,무한의 대검,유령 무희,광전사의 군화
613,엘리스,패배,30분 40초,강타,점멸,감전,마법,4/7/7,1.57,13,42,1.4,42%,악마의 마법서,망가진 초시계,추적자의 팔목 보호대,모렐로노미콘,마법 부여: 룬의 메아리,기동력의 장화
614,야스오,승리,22분 28초,점화,점멸,정복자,지배,6/2/16,11.00,13,145,6.5,76%,도란의 검,롱소드,-,무한의 대검,유령 무희,광전사의 군화
615,야스오,패배,32분 43초,점화,점멸,정복자,지배,4/7/5,1.29,16,217,6.6,43%,도란의 검,몰락한 왕의 검,초시계,무한의 대검,유령 무희,광전사의 군화
616,야스오,승리,19분 0초,점화,점멸,정복자,지배,4/0/7,Perfect,13,147,7.7,44%,민첩성의 망토,빌지워터의 해적검,유령 무희,-,-,광전사의 군화
617,야스오,패배,31분 8초,점화,점멸,정복자,지배,13/9/8,2.33,16,164,5.3,66%,마법사의 최후,흡혈의 낫,무한의 대검,수호 천사,유령 무희,광전사의 군화
618,야스오,패배,37분 11초,점화,점멸,정복자,지배,14/9/15,3.22,17,202,5.4,76%,마법사의 최후,헤르메스의 시미터,망가진 초시계,무한의 대검,유령 무희,광전사의 군화
619,다이애나,승리,15분 54초,점화,점멸,정복자,결의,4/0/2,Perfect,11,101,6.4,46%,충전형 물약,마법공학 초기형 벨트-01,제어 와드,망각의 구,도란의 반지,속도의 장화
620,야스오,승리,27분 53초,점화,점멸,정복자,지배,15/8/6,2.62,15,135,4.8,70%,B.F. 대검,몰락한 왕의 검,초시계,무한의 대검,유령 무희,광전사의 군화
621,리 신,패배,28분 29초,강타,점멸,정복자,영감,7/5/6,2.60,13,33,1.2,72%,맬모셔스의 아귀,티아맷,제어 와드,초시계,마법 부여: 용사,헤르메스의 발걸음
622,야스오,승리,35분 24초,점화,점멸,정복자,지배,14/7/8,3.14,18,238,6.7,44%,음전자 망토,몰락한 왕의 검,수은 장식띠,무한의 대검,유령 무희,광전사의 군화
623,야스오,승리,37분 46초,점화,점멸,정복자,지배,22/9/10,3.56,18,190,5.0,60%,무한의 대검,몰락한 왕의 검,헤르메스의 시미터,수호 천사,유령 무희,광전사의 군화
624,야스오,승리,33분 44초,점화,점멸,정복자,지배,15/5/15,6.00,17,207,6.1,71%,거인의 허리띠,몰락한 왕의 검,무한의 대검,유령 무희,수호 천사,광전사의 군화
625,에코,패배,34분 52초,강타,점멸,어둠의 수확,마법,8/5/8,3.20,15,43,1.2,70%,쓸데없이 큰 지팡이,마법공학 초기형 벨트-01,존야의 모래시계,쓸데없이 큰 지팡이,마법 부여: 룬의 메아리,마법사의 신발
626,야스오,승리,41분 13초,점화,점멸,정복자,지배,14/6/3,2.83,18,274,6.6,68%,무한의 대검,몰락한 왕의 검,헤르메스의 시미터,유령 무희,수호 천사,광전사의 군화
627,야스오,패배,25분 17초,점화,점멸,정복자,지배,4/5/2,1.20,14,178,7.0,43%,마법사의 최후,마법무효화의 망토,-,유령 무희,도란의 검,광전사의 군화
628,엘리스,승리,40분 28초,강타,점멸,감전,마법,7/4/11,4.50,17,60,1.5,44%,모렐로노미콘,존야의 모래시계,방출의 마법봉,리안드리의 고통,마법 부여: 룬의 메아리,기동력의 장화
629,사일러스,패배,23분 26초,점화,점멸,정복자,지배,3/5/3,1.20,11,108,4.6,40%,사라진 양피지,마법공학 초기형 벨트-01,부패 물약,제어 와드,방출의 마법봉,마법사의 신발
630,야스오,승리,23분 29초,점화,점멸,정복자,지배,8/2/6,7.00,15,165,7.0,52%,요림의 주먹,티아맷,도란의 검,무한의 대검,유령 무희,광전사의 군화
631,이즈리얼,승리,38분 40초,회복,점멸,집중 공격,마법,13/3/7,6.67,18,212,5.5,62%,처형인의 대검,몰락한 왕의 검,헤르메스의 시미터,삼위일체,무라마나,명석함의 아이오니아 장화
632,베인,승리,41분 47초,회복,점멸,집중 공격,마법,14/8/12,3.25,18,189,4.5,53%,루비 수정,몰락한 왕의 검,헤르메스의 시미터,구인수의 격노검,유령 무희,광전사의 군화
633,누누와 윌럼프,패배,36분 28초,강타,점멸,여진,마법,2/4/4,1.50,14,47,1.3,55%,파수꾼의 갑옷,거인의 허리띠,제어 와드,망자의 갑옷,마법 부여: 잿불거인,헤르메스의 발걸음
634,리 신,패배,30분 1초,강타,점멸,정복자,지배,7/4/7,3.50,14,30,1.0,70%,마법무효화의 망토,수호 천사,제어 와드,그림자 검,마법 부여: 용사,헤르메스의 발걸음
635,누누와 윌럼프,승리,21분 26초,강타,점멸,여진,마법,5/1/15,20.00,12,30,1.4,65%,마법 부여: 잿불거인,충전형 물약,제어 와드,거인의 허리띠,쇠사슬 조끼,신속의 장화
636,자르반 4세,패배,30분 34초,강타,점멸,정복자,지배,3/7/8,1.57,13,16,0.5,69%,쇠사슬 조끼,망가진 초시계,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
637,리 신,승리,30분 26초,강타,점멸,정복자,영감,2/6/10,2.00,14,22,0.7,46%,스테락의 도전,티아맷,제어 와드,마법 부여: 용사,-,헤르메스의 발걸음
638,리 신,패배,20분 27초,강타,점멸,정복자,영감,3/4/2,1.25,9,4,0.2,83%,-,충전형 물약,제어 와드,수호 천사,마법 부여: 용사,약간 신비한 장화
639,자르반 4세,승리,15분 39초,강타,점멸,정복자,영감,4/1/3,7.00,9,15,1.0,64%,루비 수정,충전형 물약,제어 와드,마법 부여: 용사,탐식의 망치,기동력의 장화
640,이즈리얼,승리,23분 40초,회복,점멸,정복자,마법,1/2/5,3.00,12,151,6.4,43%,도란의 검,충전형 물약,제어 와드,삼위일체,무라마나,속도의 장화
641,이즈리얼,패배,28분 1초,회복,점멸,치명적 속도,마법,4/3/4,2.67,12,165,5.9,44%,도란의 검,롱소드,롱소드,무라마나,얼어붙은 건틀릿,닌자의 신발
642,카타리나,패배,15분 30초,점화,점멸,정복자,지배,2/4/0,0.50,8,57,3.7,50%,-,초시계,초시계,-,-,기동력의 장화
643,야스오,패배,24분 58초,점화,점멸,정복자,지배,0/6/5,0.83,13,149,6.0,50%,곡궁,빌지워터의 해적검,충전형 물약,도란의 검,유령 무희,광전사의 군화
644,야스오,패배,14분 28초,순간이동,점멸,정복자,지배,2/3/0,0.67,11,110,7.6,100%,스태틱의 단검,단검,제어 와드,-,도란의 검,광전사의 군화
645,야스오,승리,32분 7초,순간이동,점멸,정복자,지배,17/5/10,5.40,17,206,6.4,57%,필멸자의 운명,헤르메스의 시미터,제어 와드,유령 무희,무한의 대검,광전사의 군화
646,야스오,승리,30분 9초,순간이동,점멸,정복자,지배,6/4/6,3.00,16,179,5.9,39%,무한의 대검,헤르메스의 시미터,도란의 검,주문포식자,스태틱의 단검,광전사의 군화
647,엘리스,패배,33분 5초,강타,점멸,감전,마법,2/4/7,2.25,14,47,1.4,45%,마법 부여: 룬의 메아리,충전형 물약,제어 와드,모렐로노미콘,기괴한 가면,기동력의 장화
648,리 신,승리,23분 25초,강타,점멸,정복자,영감,5/2/6,5.50,13,28,1.2,48%,롱소드,충전형 물약,제어 와드,수호 천사,마법 부여: 용사,헤르메스의 발걸음
649,리븐,패배,21분 46초,순간이동,점멸,정복자,영감,1/2/4,2.50,13,137,6.3,29%,도란의 방패,곡괭이,콜필드의 전투 망치,롱소드,칠흑의 양날 도끼,헤르메스의 발걸음
650,오른,패배,24분 59초,순간이동,점멸,착취의 손아귀,마법,0/3/5,1.67,14,150,6.0,62%,도란의 방패,충전형 물약,음전자 망토,억겁의 카탈리스트,얼어붙은 심장,헤르메스의 발걸음
651,리 신,패배,18분 43초,강타,점멸,정복자,영감,0/4/2,0.50,9,12,0.6,67%,롱소드,충전형 물약,제어 와드,루비 수정,마법 부여: 용사,헤르메스의 발걸음
652,제드,패배,21분 6초,점화,점멸,감전,정밀,1/6/1,0.33,11,110,5.2,25%,-,충전형 물약,수은 장식띠,제어 와드,그림자 검,헤르메스의 발걸음
653,이즈리얼,패배,30분 20초,회복,점멸,정복자,마법,10/8/3,1.62,15,134,4.4,46%,도란의 검,몰락한 왕의 검,수은 장식띠,얼어붙은 건틀릿,무라마나,헤르메스의 발걸음
654,레넥톤,패배,33분 36초,점화,점멸,정복자,결의,1/9/9,1.11,16,200,6.0,40%,칠흑의 양날 도끼,거대한 히드라,루비 수정,주문포식자,도란의 방패,닌자의 신발
655,사일러스,승리,39분 2초,탈진,점멸,정복자,영감,9/5/13,4.40,18,171,4.4,67%,모렐로노미콘,마법공학 초기형 벨트-01,존야의 모래시계,쓸데없이 큰 지팡이,리치베인,명석함의 아이오니아 장화
656,트위스티드 페이트,승리,28분 27초,강타,점멸,봉인 풀린 주문서,마법,4/4/6,2.50,16,196,6.9,28%,리치베인,존야의 모래시계,주문매듭 구슬,-,영겁의 지팡이,헤르메스의 발걸음
657,리 신,승리,24분 32초,강타,점멸,정복자,지배,17/2/10,13.50,15,24,1.0,49%,칠흑의 양날 도끼,요림의 주먹,제어 와드,그림자 검,마법 부여: 용사,기동력의 장화
658,그라가스,패배,21분 16초,강타,점멸,포식자,마법,3/3/3,2.00,11,18,0.8,46%,마법 부여: 룬의 메아리,마법사의 신발,제어 와드,충전형 물약,방출의 마법봉,증폭의 고서
659,카직스,승리,18분 45초,강타,점멸,감전,마법,11/0/3,Perfect,13,22,1.2,41%,마법 부여: 용사,충전형 물약,롱소드,롱소드,드락사르의 황혼검,속도의 장화
660,리 신,패배,23분 13초,강타,점멸,정복자,지배,3/8/5,1.00,12,25,1.1,67%,롱소드,충전형 물약,제어 와드,그림자 검,마법 부여: 용사,속도의 장화
661,리 신,승리,38분 3초,강타,점멸,정복자,지배,18/8/10,3.50,18,54,1.4,64%,칠흑의 양날 도끼,수호 천사,스테락의 도전,그림자 검,마법 부여: 용사,닌자의 신발
662,엘리스,승리,30분 32초,강타,점멸,감전,마법,3/2/8,5.50,14,32,1.0,55%,망각의 구,존야의 모래시계,제어 와드,-,마법 부여: 룬의 메아리,기동력의 장화
663,야스오,패배,23분 37초,점화,점멸,정복자,지배,3/9/2,0.56,13,171,7.2,33%,도란의 검,몰락한 왕의 검,체력 물약,민첩성의 망토,스태틱의 단검,광전사의 군화
664,야스오,승리,31분 11초,점화,점멸,정복자,지배,19/6/8,4.50,18,204,6.5,64%,맬모셔스의 아귀,헤르메스의 시미터,수호 천사,무한의 대검,스태틱의 단검,광전사의 군화
665,샤코,승리,30분 4초,강타,점멸,어둠의 수확,정밀,6/3/12,6.00,15,13,0.4,78%,그림자 검,충전형 물약,키르히아이스의 파편,드락사르의 황혼검,마법 부여: 용사,기동력의 장화
666,자크,패배,43분 49초,강타,점멸,여진,영감,3/9/9,1.33,15,26,0.6,36%,정령의 형상,덤불 조끼,-,워모그의 갑옷,마법 부여: 잿불거인,닌자의 신발
667,파이크,패배,28분 18초,점화,점멸,여진,지배,5/6/7,2.00,12,38,1.3,63%,드락사르의 황혼검,초시계,화이트록의 갑옷,B.F. 대검,그림자 검,기동력의 장화
668,쓰레쉬,패배,29분 30초,점화,점멸,여진,영감,1/6/7,1.33,12,30,1.0,40%,화이트록의 갑옷,망가진 초시계,제어 와드,기사의 맹세,지크의 융합,기동력의 장화
669,파이크,패배,27분 4초,점화,점멸,여진,지배,4/8/12,2.00,11,35,1.3,62%,드락사르의 황혼검,거인의 허리띠,화이트록의 갑옷,쇠사슬 조끼,그림자 검,기동력의 장화
670,피즈,패배,22분 18초,점화,점멸,감전,영감,1/6/1,0.33,12,135,6.1,29%,증폭의 고서,부패 물약,-,추적자의 팔목 보호대,리치베인,마법사의 신발
671,파이크,패배,22분 24초,점화,점멸,여진,지배,2/5/3,1.00,10,34,1.5,62%,화이트록의 갑옷,-,제어 와드,그림자 검,드락사르의 황혼검,기동력의 장화
672,이즈리얼,승리,31분 24초,회복,점멸,프로토타입: 만능의 돌,정밀,8/6/13,3.50,15,170,5.4,48%,피바라기,충전형 물약,-,삼위일체,무라마나,명석함의 아이오니아 장화
673,야스오,패배,21분 24초,점화,점멸,기민한 발놀림,지배,0/9/1,0.11,11,100,4.7,12%,도란의 검,-,-,도란의 검,스태틱의 단검,광전사의 군화
