,챔피언,게임 결과,게임 시간,소환사 주문1,소환사 주문2,메인 룬,보조 룬,KDA,평점,레벨,CS,분당 CS,킬관여,아이템1,아이템2,아이템3,아이템4,아이템5,아이템6
64,바드,패배,28분 21초,탈진,점멸,수호자,지배,0/8/18,2.25,13,33,1.2,62%,명석함의 아이오니아 장화,타곤 산의 방벽,미카엘의 도가니,구원,제어 와드,-
65,이즈리얼,패배,19분 13초,회복,점멸,치명적 속도,영감,0/0/1,Perfect,10,130,6.8,33%,속도의 장화,마나무네,-,광휘의 검,롱소드,도란의 방패
66,이즈리얼,승리,29분 28초,회복,점멸,치명적 속도,영감,2/0/5,Perfect,15,232,7.9,23%,명석함의 아이오니아 장화,무라마나,수은 장식띠,얼어붙은 건틀릿,콜필드의 전투 망치,군단의 방패
67,이즈리얼,패배,31분 38초,회복,점멸,치명적 속도,영감,7/1/11,18.00,15,202,6.4,67%,명석함의 아이오니아 장화,무라마나,수은 장식띠,얼어붙은 건틀릿,죽음의 무도,처형인의 대검
68,이즈리얼,승리,27분 1초,정화,점멸,치명적 속도,영감,12/2/9,10.50,13,180,6.7,75%,명석함의 아이오니아 장화,빌지워터의 해적검,무라마나,얼어붙은 건틀릿,죽음의 무도,단검
69,미스 포츈,패배,22분 30초,회복,점멸,집중 공격,마법,3/4/1,1.00,11,160,7.1,50%,광전사의 군화,정수 약탈자,-,B.F. 대검,도란의 검,-
70,이즈리얼,승리,27분 49초,회복,점멸,치명적 속도,영감,10/2/2,6.00,14,192,6.9,35%,명석함의 아이오니아 장화,무라마나,-,얼어붙은 건틀릿,죽음의 무도,-
71,이즈리얼,승리,29분 38초,회복,점멸,치명적 속도,영감,7/4/16,5.75,15,151,5.1,66%,명석함의 아이오니아 장화,무라마나,-,얼어붙은 건틀릿,죽음의 무도,흡혈의 낫
72,이즈리얼,승리,20분 53초,회복,점멸,치명적 속도,영감,2/1/4,6.00,11,138,6.6,32%,명석함의 아이오니아 장화,마나무네,-,광휘의 검,빙하의 장막,도란의 방패
73,케이틀린,패배,31분 44초,정화,점멸,치명적 속도,마법,5/3/13,6.00,16,216,6.8,67%,광전사의 군화,무한의 대검,수은 장식띠,고속 연사포,폭풍갈퀴,-
74,이즈리얼,승리,28분 48초,회복,점멸,치명적 속도,영감,5/3/7,4.00,14,176,6.1,48%,명석함의 아이오니아 장화,무라마나,얼어붙은 건틀릿,콜필드의 전투 망치,군단의 방패,도란의 검
75,이즈리얼,패배,28분 43초,회복,점멸,치명적 속도,영감,5/4/6,2.75,13,172,6.0,65%,명석함의 아이오니아 장화,무라마나,제어 와드,얼어붙은 건틀릿,죽음의 무도,-
76,이즈리얼,승리,30분 41초,회복,점멸,치명적 속도,영감,6/0/14,Perfect,15,212,6.9,67%,명석함의 아이오니아 장화,무라마나,얼어붙은 건틀릿,죽음의 무도,흡혈의 낫,처형인의 대검
77,이즈리얼,승리,20분 3초,회복,점멸,치명적 속도,영감,2/2/3,2.50,10,112,5.6,36%,명석함의 아이오니아 장화,무라마나,광휘의 검,사파이어 수정,천 갑옷,도란의 검
78,애쉬,패배,25분 36초,회복,점멸,치명적 속도,영감,2/7/8,1.43,12,143,5.6,53%,광전사의 군화,몰락한 왕의 검,망가진 초시계,도란의 검,루난의 허리케인,-
79,케이틀린,패배,29분 19초,정화,점멸,기민한 발놀림,마법,5/4/5,2.50,14,199,6.8,53%,광전사의 군화,무한의 대검,제어 와드,고속 연사포,폭풍갈퀴,-
80,애쉬,패배,25분 54초,회복,점멸,치명적 속도,영감,5/4/5,2.50,12,196,7.6,91%,광전사의 군화,몰락한 왕의 검,루난의 허리케인,곡괭이,민첩성의 망토,도란의 검
81,케이틀린,패배,31분 59초,정화,점멸,기민한 발놀림,마법,5/4/6,2.75,16,223,7.0,52%,광전사의 군화,무한의 대검,고속 연사포,폭풍갈퀴,-,-
82,케이틀린,승리,16분 37초,정화,점멸,기민한 발놀림,마법,2/2/1,1.50,9,104,6.3,23%,속도의 장화,충전형 물약,-,무한의 대검,단검,도란의 검
83,애쉬,패배,31분 1초,회복,점멸,치명적 속도,영감,0/11/8,0.73,12,129,4.2,50%,광전사의 군화,몰락한 왕의 검,루난의 허리케인,-,-,-
84,애쉬,승리,20분 44초,회복,점멸,치명적 속도,영감,2/3/5,2.33,10,140,6.8,35%,광전사의 군화,몰락한 왕의 검,-,민첩성의 망토,도란의 검,-
85,애쉬,패배,30분 58초,회복,점멸,치명적 속도,영감,7/3/4,3.67,15,218,7.0,58%,광전사의 군화,몰락한 왕의 검,수은 장식띠,루난의 허리케인,군단의 방패,흡혈의 낫
86,미스 포츈,패배,29분 0초,정화,점멸,집중 공격,마법,10/6/10,3.33,14,189,6.5,69%,광전사의 군화,정수 약탈자,무한의 대검,유령 무희,롱소드,롱소드
87,애쉬,승리,22분 48초,회복,점멸,치명적 속도,영감,5/1/8,13.00,12,137,6.0,52%,광전사의 군화,몰락한 왕의 검,루난의 허리케인,처형인의 대검,-,-
88,이즈리얼,승리,16분 46초,회복,점멸,치명적 속도,영감,4/2/4,4.00,9,111,6.6,53%,속도의 장화,마나무네,-,광휘의 검,빙하의 장막,도란의 방패
89,이즈리얼,승리,18분 46초,회복,점멸,치명적 속도,영감,1/1/2,3.00,9,117,6.2,19%,명석함의 아이오니아 장화,마나무네,-,광휘의 검,사파이어 수정,도란의 검
90,이즈리얼,패배,23분 48초,회복,점멸,치명적 속도,영감,0/4/4,1.00,11,157,6.6,44%,명석함의 아이오니아 장화,마나무네,광휘의 검,탐식의 망치,단검,도란의 검
91,애쉬,승리,21분 12초,회복,점멸,치명적 속도,영감,0/0/5,Perfect,11,161,7.6,28%,광전사의 군화,몰락한 왕의 검,충전형 물약,-,도란의 검,-
92,애쉬,패배,20분 13초,회복,점멸,치명적 속도,영감,1/1/2,3.00,10,164,8.1,27%,광전사의 군화,몰락한 왕의 검,제어 와드,열정의 검,단검,도란의 검
93,애쉬,승리,17분 10초,정화,점멸,치명적 속도,영감,2/0/7,Perfect,9,113,6.6,64%,광전사의 군화,몰락한 왕의 검,열정의 검,-,-,-
94,이즈리얼,승리,22분 11초,회복,점멸,치명적 속도,영감,4/1/2,6.00,12,170,7.7,25%,명석함의 아이오니아 장화,무라마나,얼어붙은 건틀릿,롱소드,도란의 검,-
95,이즈리얼,패배,21분 10초,회복,점멸,정복자,영감,1/2/1,1.00,10,136,6.4,22%,명석함의 아이오니아 장화,마나무네,광휘의 검,롱소드,루비 수정,처형인의 대검
96,이즈리얼,패배,19분 4초,회복,점멸,정복자,영감,2/6/3,0.83,9,95,5.0,38%,속도의 장화,마나무네,제어 와드,얼어붙은 건틀릿,-,도란의 검
97,미스 포츈,승리,24분 56초,회복,점멸,집중 공격,마법,4/4/14,4.50,12,157,6.3,55%,광전사의 군화,정수 약탈자,-,무한의 대검,단검,도란의 검
98,이즈리얼,승리,23분 17초,회복,점멸,정복자,영감,6/2/11,8.50,12,106,4.6,55%,명석함의 아이오니아 장화,무라마나,얼어붙은 건틀릿,콜필드의 전투 망치,도란의 검,-
99,이즈리얼,승리,16분 3초,회복,점멸,정복자,영감,3/0/4,Perfect,9,123,7.7,37%,명석함의 아이오니아 장화,마나무네,제어 와드,얼어붙은 건틀릿,도란의 검,-
100,애쉬,승리,22분 32초,회복,점멸,치명적 속도,마법,5/5/12,3.40,12,111,4.9,52%,광전사의 군화,몰락한 왕의 검,-,루난의 허리케인,도란의 검,-
101,이즈리얼,패배,32분 11초,회복,점멸,정복자,영감,5/7/12,2.43,14,218,6.8,52%,명석함의 아이오니아 장화,무라마나,얼어붙은 건틀릿,죽음의 무도,최후의 속삭임,처형인의 대검
102,애쉬,패배,27분 55초,회복,점멸,치명적 속도,마법,7/4/5,3.00,13,172,6.2,46%,광전사의 군화,몰락한 왕의 검,루난의 허리케인,B.F. 대검,곡괭이,민첩성의 망토
103,애쉬,패배,36분 28초,회복,점멸,치명적 속도,마법,9/6/22,5.17,17,237,6.5,84%,광전사의 군화,몰락한 왕의 검,루난의 허리케인,죽음의 무도,무한의 대검,롱소드
104,애쉬,패배,16분 41초,정화,점멸,치명적 속도,마법,4/3/5,3.00,10,101,6.1,75%,광전사의 군화,몰락한 왕의 검,-,단검,도란의 검,-
105,미스 포츈,승리,25분 27초,회복,점멸,집중 공격,마법,8/2/8,8.00,14,192,7.5,52%,광전사의 군화,정수 약탈자,마법무효화의 망토,무한의 대검,고속 연사포,처형인의 대검
106,아펠리오스,승리,21분 41초,회복,점멸,치명적 속도,마법,3/2/4,3.50,11,137,6.3,37%,광전사의 군화,무한의 대검,충전형 물약,루난의 허리케인,도란의 검,-
107,애쉬,패배,20분 10초,회복,점멸,치명적 속도,마법,1/6/4,0.83,9,93,4.6,45%,광전사의 군화,몰락한 왕의 검,-,도란의 검,-,-
108,애쉬,패배,19분 28초,회복,점멸,치명적 속도,마법,2/5/6,1.60,10,123,6.3,62%,광전사의 군화,몰락한 왕의 검,충전형 물약,도란의 검,-,-
109,애쉬,승리,19분 5초,회복,점멸,치명적 속도,마법,1/2/5,3.00,10,140,7.3,33%,광전사의 군화,몰락한 왕의 검,열정의 검,단검,도란의 검,-
110,애쉬,승리,39분 41초,회복,점멸,치명적 속도,마법,7/7/16,3.29,18,294,7.4,56%,광전사의 군화,몰락한 왕의 검,헤르메스의 시미터,루난의 허리케인,무한의 대검,흡혈의 낫
111,애쉬,패배,36분 3초,회복,점멸,치명적 속도,마법,7/10/13,2.00,16,177,4.9,69%,광전사의 군화,몰락한 왕의 검,수은 장식띠,최후의 속삭임,루난의 허리케인,흡혈의 낫
112,카르마,패배,24분 52초,점화,점멸,신비로운 유성,영감,2/5/9,2.20,10,37,1.5,69%,명석함의 아이오니아 장화,타곤 산의 방패,제어 와드,아테나의 부정한 성배,금지된 우상,에테르 환영
113,애쉬,승리,27분 38초,회복,점멸,치명적 속도,마법,4/2/12,8.00,14,193,7.0,38%,광전사의 군화,몰락한 왕의 검,수은 장식띠,루난의 허리케인,B.F. 대검,흡혈의 낫
114,애쉬,승리,15분 42초,회복,점멸,치명적 속도,마법,5/0/3,Perfect,10,135,8.6,42%,광전사의 군화,몰락한 왕의 검,망가진 초시계,루난의 허리케인,도란의 검,-
115,라칸,패배,31분 20초,점화,점멸,수호자,정밀,7/6/13,3.33,13,37,1.2,71%,명석함의 아이오니아 장화,타곤 산의 방벽,슈렐리아의 몽상,초시계,지크의 융합,불타는 향로
116,이즈리얼,승리,33분 6초,회복,점멸,정복자,영감,8/5/9,3.40,15,218,6.6,47%,명석함의 아이오니아 장화,무라마나,수은 장식띠,얼어붙은 건틀릿,죽음의 무도,도란의 검
117,미스 포츈,패배,28분 39초,회복,점멸,집중 공격,마법,15/6/11,4.33,14,156,5.4,74%,광전사의 군화,정수 약탈자,수은 장식띠,무한의 대검,고속 연사포,-
118,미스 포츈,승리,20분 20초,회복,점멸,집중 공격,마법,5/0/7,Perfect,12,168,8.3,41%,광전사의 군화,정수 약탈자,-,무한의 대검,도란의 검,-
119,이즈리얼,패배,33분 26초,회복,점멸,정복자,영감,9/8/9,2.25,15,209,6.3,50%,명석함의 아이오니아 장화,몰락한 왕의 검,무라마나,얼어붙은 건틀릿,죽음의 무도,처형인의 대검
120,이즈리얼,승리,22분 41초,회복,점멸,정복자,영감,3/4/13,4.00,12,127,5.6,55%,명석함의 아이오니아 장화,무라마나,-,광휘의 검,빙하의 장막,도란의 검
121,이즈리얼,패배,40분 30초,회복,점멸,정복자,영감,3/5/10,2.60,16,276,6.8,54%,명석함의 아이오니아 장화,몰락한 왕의 검,무라마나,얼어붙은 건틀릿,죽음의 무도,롱소드
122,이즈리얼,승리,26분 5초,회복,점멸,정복자,영감,6/2/10,8.00,14,161,6.2,55%,명석함의 아이오니아 장화,무라마나,얼어붙은 건틀릿,군단의 방패,콜필드의 전투 망치,도란의 검
123,미스 포츈,패배,42분 41초,회복,점멸,집중 공격,마법,8/12/11,1.58,17,208,4.9,43%,광전사의 군화,정수 약탈자,무한의 대검,유령 무희,필멸자의 운명,흡혈의 낫
124,이즈리얼,승리,21분 52초,회복,점멸,정복자,영감,3/1/5,8.00,12,168,7.7,33%,명석함의 아이오니아 장화,무라마나,얼어붙은 건틀릿,-,도란의 방패,-
125,미스 포츈,승리,32분 36초,회복,점멸,집중 공격,마법,10/1/7,17.00,16,239,7.3,65%,광전사의 군화,정수 약탈자,망가진 초시계,무한의 대검,유령 무희,도란의 검
126,아펠리오스,패배,29분 8초,회복,점멸,정복자,마법,3/13/5,0.62,13,164,5.6,42%,광전사의 군화,무한의 대검,루난의 허리케인,단검,단검,도란의 검
127,이즈리얼,패배,21분 12초,회복,점멸,정복자,영감,1/8/4,0.62,10,93,4.4,50%,명석함의 아이오니아 장화,마나무네,광휘의 검,-,-,-
128,이즈리얼,패배,16분 59초,회복,점멸,정복자,영감,2/3/0,0.67,9,116,6.8,29%,속도의 장화,마나무네,충전형 물약,광휘의 검,빙하의 장막,도란의 방패
129,이즈리얼,승리,38분 44초,회복,점멸,정복자,영감,10/10/19,2.90,18,201,5.2,57%,명석함의 아이오니아 장화,무라마나,망가진 초시계,얼어붙은 건틀릿,죽음의 무도,맬모셔스의 아귀
130,이즈리얼,패배,24분 22초,회복,점멸,정복자,영감,0/3/7,2.33,12,146,6.0,35%,속도의 장화,마나무네,얼어붙은 건틀릿,처형인의 대검,도란의 검,-
131,이즈리얼,승리,37분 22초,회복,점멸,정복자,영감,12/2/18,15.00,17,232,6.2,75%,명석함의 아이오니아 장화,무라마나,헤르메스의 시미터,얼어붙은 건틀릿,죽음의 무도,필멸자의 운명
132,이즈리얼,승리,16분 24초,회복,점멸,정복자,영감,0/0/0,Perfect,9,135,8.2,0%,속도의 장화,마나무네,-,광휘의 검,천 갑옷,도란의 방패
133,바루스,패배,20분 26초,회복,점멸,신비로운 유성,정밀,2/7/1,0.43,10,102,5.0,50%,속도의 장화,존야의 모래시계,부패 물약,-,-,-
134,이즈리얼,패배,26분 34초,회복,점멸,정복자,영감,2/7/3,0.71,11,148,5.6,36%,명석함의 아이오니아 장화,존야의 모래시계,제어 와드,-,-,-
135,이즈리얼,승리,26분 27초,회복,점멸,정복자,영감,15/4/10,6.25,15,192,7.3,57%,명석함의 아이오니아 장화,몰락한 왕의 검,무라마나,얼어붙은 건틀릿,죽음의 무도,-
136,이즈리얼,승리,35분 23초,회복,점멸,정복자,영감,8/5/12,4.00,16,213,6.0,59%,명석함의 아이오니아 장화,몰락한 왕의 검,무라마나,얼어붙은 건틀릿,죽음의 무도,마법무효화의 망토
137,카이사,패배,28분 27초,회복,점멸,칼날비,정밀,8/7/5,1.86,13,173,6.1,57%,광전사의 군화,정수 약탈자,내셔의 이빨,곡궁,증폭의 고서,톱날 단검
138,이즈리얼,패배,19분 52초,회복,점멸,정복자,영감,1/3/0,0.33,10,144,7.2,12%,명석함의 아이오니아 장화,마나무네,광휘의 검,빙하의 장막,롱소드,도란의 방패
139,아펠리오스,승리,34분 14초,회복,점멸,정복자,마법,4/5/16,4.00,16,209,6.1,62%,광전사의 군화,무한의 대검,망가진 초시계,루난의 허리케인,유령 무희,B.F. 대검
140,아펠리오스,승리,26분 24초,회복,점멸,정복자,마법,6/4/3,2.25,13,192,7.3,32%,광전사의 군화,무한의 대검,수은 장식띠,루난의 허리케인,단검,단검
141,애쉬,승리,21분 35초,회복,점멸,치명적 속도,영감,5/2/2,3.50,11,148,6.9,32%,광전사의 군화,몰락한 왕의 검,열정의 검,단검,단검,도란의 검
142,루시안,패배,35분 1초,회복,점멸,집중 공격,마법,3/9/12,1.67,15,227,6.5,48%,광전사의 군화,정수 약탈자,무한의 대검,군단의 방패,흡혈의 낫,도란의 검
143,아펠리오스,패배,30분 0초,회복,점멸,정복자,마법,9/6/13,3.67,15,199,6.6,81%,광전사의 군화,무한의 대검,루난의 허리케인,유령 무희,수호 천사,처형인의 대검
144,바루스,패배,25분 21초,회복,점멸,신비로운 유성,영감,1/6/4,0.83,12,180,7.1,18%,명석함의 아이오니아 장화,요우무의 유령검,망가진 초시계,쇠사슬 조끼,그림자 검,-
145,미스 포츈,패배,26분 3초,회복,점멸,집중 공격,마법,2/3/4,2.00,12,184,7.1,27%,광전사의 군화,정수 약탈자,B.F. 대검,곡괭이,민첩성의 망토,도란의 검
146,바루스,승리,32분 19초,회복,점멸,신비로운 유성,영감,5/3/16,7.00,14,210,6.5,88%,신속의 장화,요우무의 유령검,그림자 검,밤의 끝자락,처형인의 대검,-
147,바루스,승리,33분 4초,회복,점멸,신비로운 유성,영감,13/5/11,4.80,17,218,6.6,63%,명석함의 아이오니아 장화,요우무의 유령검,그림자 검,필멸자의 운명,흡혈의 낫,수호 천사
148,아펠리오스,패배,31분 50초,회복,점멸,정복자,마법,5/3/11,5.33,15,212,6.7,64%,광전사의 군화,망가진 초시계,-,무한의 대검,루난의 허리케인,죽음의 무도
149,바루스,승리,37분 25초,회복,점멸,신비로운 유성,영감,5/7/10,2.14,15,234,6.3,41%,명석함의 아이오니아 장화,요우무의 유령검,헤르메스의 시미터,그림자 검,밤의 끝자락,롱소드
150,바루스,패배,38분 32초,회복,점멸,신비로운 유성,영감,13/11/15,2.55,18,196,5.1,67%,명석함의 아이오니아 장화,요우무의 유령검,그림자 검,밤의 끝자락,필멸자의 운명,죽음의 무도
151,이즈리얼,패배,30분 29초,회복,점멸,정복자,영감,3/7/5,1.14,13,194,6.4,36%,명석함의 아이오니아 장화,무라마나,얼어붙은 건틀릿,콜필드의 전투 망치,군단의 방패,처형인의 대검
152,바루스,패배,32분 53초,회복,점멸,신비로운 유성,영감,3/4/4,1.75,14,183,5.6,47%,신속의 장화,그림자 검,요우무의 유령검,톱날 단검,처형인의 대검,루비 수정
153,바루스,패배,42분 14초,회복,점멸,신비로운 유성,영감,11/8/17,3.50,18,222,5.3,57%,신속의 장화,요우무의 유령검,드락사르의 황혼검,밤의 끝자락,수호 천사,필멸자의 운명
154,바루스,승리,14분 55초,회복,점멸,신비로운 유성,영감,6/0/9,Perfect,9,101,6.8,62%,속도의 장화,요우무의 유령검,부패 물약,-,그림자 검,-
155,바루스,승리,21분 58초,회복,점멸,신비로운 유성,영감,5/3/8,4.33,12,155,7.1,54%,신속의 장화,요우무의 유령검,부패 물약,그림자 검,롱소드,-
156,바루스,승리,22분 49초,회복,점멸,신비로운 유성,영감,5/5/6,2.20,12,167,7.3,37%,신속의 장화,요우무의 유령검,부패 물약,그림자 검,톱날 단검,처형인의 대검
157,미스 포츈,패배,15분 36초,정화,점멸,집중 공격,마법,0/3/0,0.00,8,98,6.3,0%,광전사의 군화,B.F. 대검,-,롱소드,롱소드,도란의 검
158,이즈리얼,승리,23분 1초,회복,점멸,정복자,영감,5/2/11,8.00,12,174,7.6,70%,명석함의 아이오니아 장화,무라마나,-,얼어붙은 건틀릿,콜필드의 전투 망치,도란의 검
159,바루스,패배,28분 31초,회복,점멸,신비로운 유성,영감,8/7/4,1.71,12,180,6.3,48%,신속의 장화,요우무의 유령검,제어 와드,그림자 검,밤의 끝자락,처형인의 대검
160,이즈리얼,승리,28분 35초,회복,점멸,정복자,영감,12/4/12,6.00,15,202,7.1,77%,명석함의 아이오니아 장화,무라마나,수은 장식띠,삼위일체,죽음의 무도,도란의 검
161,바루스,승리,29분 13초,회복,점멸,신비로운 유성,영감,2/3/5,2.33,13,204,7.0,27%,신속의 장화,그림자 검,제어 와드,밤의 끝자락,수호 천사,-
162,바루스,패배,27분 56초,정화,점멸,신비로운 유성,정밀,3/10/5,0.80,12,164,5.9,26%,신속의 장화,요우무의 유령검,제어 와드,그림자 검,톱날 단검,곡괭이
163,아펠리오스,패배,36분 30초,회복,점멸,정복자,마법,5/6/18,3.83,15,162,4.4,61%,광전사의 군화,무한의 대검,수은 장식띠,루난의 허리케인,흡혈의 낫,군단의 방패
164,바루스,승리,28분 49초,회복,점멸,신비로운 유성,정밀,9/2/9,9.00,15,197,6.8,60%,신속의 장화,요우무의 유령검,그림자 검,밤의 끝자락,수호 천사,처형인의 대검
165,바루스,패배,18분 38초,회복,점멸,신비로운 유성,정밀,3/1/2,5.00,10,152,8.2,62%,신속의 장화,요우무의 유령검,부패 물약,제어 와드,그림자 검,-
166,바루스,승리,29분 34초,회복,점멸,신비로운 유성,정밀,11/1/6,17.00,15,234,7.9,59%,신속의 장화,요우무의 유령검,-,그림자 검,밤의 끝자락,필멸자의 운명
167,바루스,패배,21분 41초,회복,점멸,신비로운 유성,정밀,5/8/3,1.00,11,120,5.5,47%,신속의 장화,요우무의 유령검,부패 물약,그림자 검,롱소드,롱소드
168,아펠리오스,승리,16분 9초,회복,점멸,정복자,마법,1/0/4,Perfect,9,125,7.7,31%,광전사의 군화,무한의 대검,충전형 물약,단검,단검,도란의 방패
169,룰루,패배,26분 40초,회복,점멸,수호자,정밀,1/4/13,3.50,12,26,1.0,82%,명석함의 아이오니아 장화,타곤 산의 방벽,구원,제어 와드,불타는 향로,-
170,바루스,승리,32분 54초,회복,점멸,신비로운 유성,정밀,11/2/12,11.50,16,229,7.0,57%,신속의 장화,요우무의 유령검,그림자 검,밤의 끝자락,필멸자의 운명,톱날 단검
171,바루스,승리,13분 35초,정화,점멸,신비로운 유성,정밀,4/0/2,Perfect,9,105,7.7,46%,속도의 장화,그림자 검,부패 물약,톱날 단검,콜필드의 전투 망치,요정의 부적
172,바루스,승리,23분 1초,회복,점멸,신비로운 유성,정밀,2/2/5,3.50,12,165,7.2,33%,신속의 장화,요우무의 유령검,부패 물약,-,그림자 검,롱소드
173,아펠리오스,패배,20분 36초,회복,점멸,정복자,마법,0/5/2,0.40,10,128,6.2,18%,광전사의 군화,무한의 대검,-,단검,도란의 검,-
174,이즈리얼,패배,23분 57초,회복,점멸,정복자,영감,0/3/3,1.00,12,178,7.4,30%,명석함의 아이오니아 장화,무라마나,광휘의 검,탐식의 망치,쐐기검,도란의 검
175,이즈리얼,패배,33분 20초,회복,점멸,정복자,마법,9/5/12,4.20,15,209,6.3,81%,명석함의 아이오니아 장화,무라마나,수은 장식띠,삼위일체,죽음의 무도,처형인의 대검
176,미스 포츈,승리,29분 9초,회복,점멸,집중 공격,마법,12/2/14,13.00,15,210,7.2,72%,광전사의 군화,정수 약탈자,-,무한의 대검,주문포식자,처형인의 대검
177,이즈리얼,승리,32분 35초,회복,점멸,정복자,마법,13/1/16,29.00,16,194,6.0,81%,명석함의 아이오니아 장화,몰락한 왕의 검,무라마나,얼어붙은 건틀릿,죽음의 무도,-
178,이즈리얼,승리,42분 49초,회복,점멸,정복자,마법,8/7/12,2.86,17,230,5.4,43%,명석함의 아이오니아 장화,몰락한 왕의 검,무라마나,얼어붙은 건틀릿,죽음의 무도,처형인의 대검
179,바루스,패배,27분 12초,회복,점멸,신비로운 유성,정밀,10/8/6,2.00,13,171,6.3,67%,신속의 장화,요우무의 유령검,부패 물약,밤의 끝자락,그림자 검,최후의 속삭임
180,이즈리얼,패배,33분 35초,회복,점멸,정복자,마법,5/4/4,2.25,14,238,7.1,60%,명석함의 아이오니아 장화,무라마나,얼어붙은 건틀릿,죽음의 무도,흡혈의 낫,처형인의 대검
181,바루스,패배,25분 6초,회복,점멸,신비로운 유성,정밀,2/3/2,1.33,12,169,6.7,33%,신속의 장화,요우무의 유령검,부패 물약,그림자 검,롱소드,-
182,알리스타,패배,29분 52초,점화,점멸,여진,영감,2/5/5,1.40,12,24,0.8,33%,신속의 장화,화이트록의 갑옷,정당한 영광,제어 와드,쇠사슬 조끼,망가진 초시계
183,룰루,패배,42분 31초,점화,점멸,수호자,영감,2/8/23,3.12,16,39,0.9,66%,명석함의 아이오니아 장화,타곤 산의 방벽,제어 와드,구원,불타는 향로,슈렐리아의 몽상
184,미스 포츈,승리,36분 41초,회복,점멸,집중 공격,마법,10/4/10,5.00,17,263,7.2,59%,광전사의 군화,정수 약탈자,-,무한의 대검,필멸자의 운명,고속 연사포
185,이즈리얼,패배,22분 45초,회복,점멸,정복자,영감,2/4/2,1.00,12,167,7.3,31%,속도의 장화,무라마나,삼위일체,도란의 검,-,-
186,이즈리얼,패배,37분 20초,정화,점멸,정복자,영감,8/11/12,1.82,15,163,4.4,45%,명석함의 아이오니아 장화,무라마나,B.F. 대검,얼어붙은 건틀릿,죽음의 무도,망가진 초시계
187,이즈리얼,승리,34분 9초,회복,점멸,정복자,영감,11/1/16,27.00,16,200,5.9,61%,명석함의 아이오니아 장화,무라마나,수은 장식띠,얼어붙은 건틀릿,죽음의 무도,필멸자의 운명
188,아펠리오스,패배,28분 25초,회복,점멸,정복자,마법,4/5/6,2.00,13,155,5.5,53%,광전사의 군화,무한의 대검,루난의 허리케인,롱소드,롱소드,처형인의 대검
189,애쉬,패배,34분 3초,회복,점멸,치명적 속도,영감,5/10/8,1.30,14,186,5.5,43%,광전사의 군화,몰락한 왕의 검,제어 와드,루난의 허리케인,맬모셔스의 아귀,롱소드
190,이즈리얼,승리,23분 32초,회복,점멸,정복자,영감,5/5/12,3.40,12,118,5.0,53%,명석함의 아이오니아 장화,무라마나,얼어붙은 건틀릿,콜필드의 전투 망치,수확의 낫,도란의 검
191,아펠리오스,승리,31분 39초,회복,점멸,정복자,마법,2/4/12,3.50,15,177,5.6,41%,광전사의 군화,무한의 대검,처형인의 대검,루난의 허리케인,주문포식자,롱소드
192,아펠리오스,승리,31분 58초,회복,점멸,집중 공격,마법,5/6/16,3.50,15,181,5.7,51%,광전사의 군화,망가진 초시계,무한의 대검,루난의 허리케인,유령 무희,-
193,이즈리얼,승리,30분 54초,회복,점멸,정복자,영감,4/9/11,1.67,14,192,6.2,42%,명석함의 아이오니아 장화,무라마나,삼위일체,콜필드의 전투 망치,군단의 방패,흡혈의 낫
194,이즈리얼,승리,35분 29초,회복,점멸,정복자,영감,13/9/16,3.22,16,186,5.2,66%,명석함의 아이오니아 장화,무라마나,얼어붙은 건틀릿,죽음의 무도,주문포식자,처형인의 대검
195,이즈리얼,승리,34분 16초,회복,점멸,치명적 속도,영감,14/1/12,26.00,16,231,6.7,76%,명석함의 아이오니아 장화,몰락한 왕의 검,무라마나,삼위일체,주문포식자,롱소드
196,미스 포츈,패배,22분 11초,회복,점멸,집중 공격,마법,4/5/2,1.20,11,158,7.1,38%,광전사의 군화,정수 약탈자,B.F. 대검,곡괭이,단검,도란의 검
197,미스 포츈,승리,23분 40초,회복,점멸,집중 공격,마법,4/3/10,4.67,13,163,6.9,64%,광전사의 군화,정수 약탈자,무한의 대검,도란의 검,-,-
198,미스 포츈,패배,22분 40초,회복,점멸,집중 공격,마법,0/5/4,0.80,11,157,6.9,31%,광전사의 군화,정수 약탈자,제어 와드,곡괭이,민첩성의 망토,도란의 검
199,이즈리얼,패배,25분 44초,회복,점멸,치명적 속도,영감,4/9/6,1.11,12,167,6.5,36%,명석함의 아이오니아 장화,빌지워터의 해적검,제어 와드,무라마나,삼위일체,도란의 검
200,이즈리얼,승리,35분 36초,회복,점멸,치명적 속도,영감,4/9/14,2.00,15,194,5.4,55%,명석함의 아이오니아 장화,몰락한 왕의 검,수은 장식띠,무라마나,얼어붙은 건틀릿,처형인의 대검
201,미스 포츈,승리,31분 55초,회복,점멸,집중 공격,마법,7/4/23,7.50,16,202,6.3,67%,광전사의 군화,정수 약탈자,수은 장식띠,무한의 대검,수호 천사,롱소드
202,아펠리오스,승리,32분 29초,회복,점멸,정복자,마법,7/6/12,3.17,16,197,6.1,53%,광전사의 군화,무한의 대검,루난의 허리케인,유령 무희,수호 천사,-
203,이즈리얼,승리,25분 10초,회복,점멸,치명적 속도,영감,7/1/13,20.00,13,158,6.3,44%,명석함의 아이오니아 장화,빌지워터의 해적검,무라마나,삼위일체,곡궁,도란의 검
