,champion,win,time,spell1,spell2,rune1,rune2,kill,death,assist,kda,lv,cs,cspm,kp,item1,item2,item3,item4,item5,item6
489,555,1,1709,14,4,8439,8100,5,0,16,25.20,14,50,1.8,66,1011,3142,3857,3179,3147,3117
490,157,0,2424,14,4,8010,8100,7,12,3,0.83,17,204,5.0,25,3052,3153,1011,3031,3046,3006
491,62,0,1949,11,4,8010,8100,6,4,9,3.75,15,71,2.2,88,3812,1028,2055,3071,1400,3117
492,516,1,1848,12,4,8437,8200,5,6,13,3.00,15,162,5.3,46,1054,3193,0,3379,3373,3047
493,64,1,1251,11,4,8010,8100,3,3,8,3.67,11,8,0.4,69,2031,2420,2055,3179,1400,3117
494,516,0,1659,12,4,8437,8200,1,4,2,0.75,14,195,7.1,14,3082,0,3076,3387,3373,3047
495,266,0,1108,12,4,8010,8400,3,4,0,0.75,10,90,4.9,100,1055,2031,1036,3071,1036,3047
496,516,1,1381,11,4,8360,8400,3,2,16,9.50,13,39,1.7,61,3379,2421,2031,3057,1401,3111
497,266,0,1793,12,4,8010,8400,6,8,11,2.12,14,104,3.5,45,1037,2031,3052,3812,3071,3047
498,516,1,1795,12,4,8437,8200,6,7,17,3.29,16,132,4.4,57,1054,3373,2055,3387,3194,3047
499,266,1,1916,12,4,8010,8100,9,4,7,4.00,17,167,5.2,40,3156,3026,3067,3071,3123,3111
500,122,0,1998,6,4,8010,8200,5,6,10,2.50,14,129,3.9,42,1037,3052,1028,3742,3078,3111
501,266,1,1681,12,4,8010,8100,3,3,8,3.67,16,169,6.0,39,1055,2031,3052,3812,3071,3047
502,516,0,1783,12,4,8437,8200,4,5,7,2.20,15,167,5.6,41,1057,3193,3010,3076,3373,3047
503,516,1,1303,12,4,8437,8200,7,1,4,11.00,13,138,6.4,44,1054,2031,3111,3387,3373,1028
504,516,1,2018,12,4,8437,8200,3,5,9,2.40,16,179,5.3,32,3067,3075,0,3379,3373,3047
505,157,1,1715,12,4,8010,8100,5,8,3,1.00,16,164,5.7,21,1043,3144,1055,3087,3031,3006
506,235,0,1213,21,4,8351,8200,0,4,0,0.00,8,8,0.4,0,3179,2010,2055,3863,0,3009
507,81,0,1314,7,4,8010,8300,1,4,3,1.00,10,131,6.0,50,1055,3004,2010,3057,3024,3158
508,81,1,1525,7,4,8010,8300,4,0,8,14.40,13,204,8.0,50,1055,2031,3033,3078,3042,1001
509,81,1,1570,7,4,8010,8300,7,3,6,4.33,14,172,6.6,46,1055,3144,3078,1036,3042,3158
510,81,0,1792,7,4,8010,8300,7,5,7,2.80,13,198,6.6,88,0,3153,3078,3123,3042,3158
511,53,0,1622,14,4,8465,8300,1,4,3,1.00,10,28,1.0,33,1057,2421,2055,3857,3800,3117
512,412,1,1641,14,4,8465,8300,6,3,13,6.33,12,32,1.2,68,2055,3801,3855,3109,3050,3117
513,516,0,2062,12,4,8437,8200,3,4,12,3.75,15,150,4.4,56,1057,2421,2055,3387,3373,3111
514,516,1,939,12,4,8437,8200,2,1,3,5.00,10,107,6.8,29,1054,2031,2055,3010,1033,3068
515,516,1,1687,12,4,8437,8200,3,4,5,2.00,14,168,6.0,30,1054,2031,3076,3379,3373,3047
516,266,1,1563,14,4,8360,8000,4,5,8,2.40,14,136,5.2,43,3812,1036,1036,3155,3071,3111
517,53,1,1610,14,4,8360,8400,3,2,16,9.50,13,26,1.0,58,1011,3800,3857,0,3050,3117
518,516,0,1492,12,4,8437,8200,7,5,1,1.60,14,176,7.1,57,1054,3193,3076,3387,3373,3047
519,516,0,1989,14,4,8360,8200,8,4,7,3.75,17,183,5.5,47,3194,3193,1029,3379,3373,3047
520,81,0,1049,7,4,8010,8300,0,1,2,2.00,7,69,3.9,50,2010,2003,0,3057,1037,1055
521,81,0,1414,7,4,8010,8300,4,3,1,1.67,12,148,6.3,56,1036,1055,1036,3042,3078,3158
522,157,1,1361,7,4,8021,8100,5,3,4,3.00,14,192,8.5,47,1055,2031,1053,3031,3046,3006
523,81,1,1519,7,4,8010,8300,11,4,8,4.75,14,130,5.1,56,1055,3144,1043,3042,3078,3158
524,59,0,1398,11,4,8010,8100,5,4,4,2.25,11,33,1.4,82,1011,2031,2055,3071,1400,1001
525,516,0,1966,12,4,8437,8200,3,6,5,1.33,16,234,7.1,44,3001,2420,2055,3387,3373,3111
526,516,1,1968,12,4,8437,8200,6,2,11,8.50,18,200,6.1,39,1054,3001,3211,3373,3387,3111
527,157,0,1020,14,4,8010,8100,0,5,0,0.00,9,82,4.8,0,3086,2031,1042,1055,1055,3006
528,516,1,1451,14,4,8437,8200,4,2,7,5.50,15,179,7.4,30,1054,2031,1057,3373,3387,3047
529,9,0,1652,11,4,8360,8200,3,7,0,0.43,12,39,1.4,50,0,3157,0,1026,1402,3020
530,81,1,1965,1,4,8010,8300,8,6,6,2.33,13,141,4.3,35,1036,3153,2420,3042,3078,3158
531,64,0,1836,11,4,8010,8100,4,5,5,1.80,13,21,0.7,60,3156,3077,2055,1028,1400,3111
532,59,0,2103,11,4,8010,8100,5,4,13,4.50,15,52,1.5,78,1011,3193,1031,3071,1401,3111
533,154,0,984,11,4,8439,8300,2,1,2,4.00,10,31,1.9,80,3211,2031,0,0,1401,3111
534,28,1,1355,11,4,8112,8200,4,3,4,2.67,12,16,0.7,36,0,3152,2031,3113,1402,1001
535,154,0,1651,11,4,8439,8300,2,8,17,2.38,12,25,0.9,86,2420,2031,3083,1029,1401,3047
536,2,1,1230,11,4,8010,8300,4,3,6,3.33,11,29,1.4,42,1006,2031,2055,3071,1400,3047
537,20,1,1769,11,4,8439,8300,3,8,12,1.88,13,28,0.9,37,1011,1031,2055,3065,1413,3009
538,154,1,2095,11,4,8439,8300,5,5,22,5.40,18,56,1.6,54,3067,3193,1031,3083,1401,3111
539,81,1,980,7,4,8008,8200,0,4,7,1.75,9,94,5.8,33,2055,2003,1055,3004,3057,1001
540,157,0,1230,14,4,8010,8100,1,6,3,0.67,12,132,6.4,57,1055,2031,1037,1018,3046,3006
541,238,1,1823,14,4,8112,8200,17,5,12,5.80,16,156,5.1,63,3134,3026,3133,3156,3147,3111
542,412,0,1237,14,4,8439,8300,2,5,4,1.20,10,23,1.1,50,2003,2424,3109,3855,1057,3117
543,245,0,1713,11,4,8128,8300,1,8,6,0.88,13,55,1.9,58,3916,3152,2031,1026,1402,2422
544,154,1,1168,11,4,8439,8300,4,2,7,5.50,11,17,0.9,48,2031,3067,2055,3109,1401,2422
545,154,0,2055,11,4,8439,8300,5,6,13,3.00,15,47,1.4,58,1033,3193,2055,3083,1401,3111
546,79,1,1960,11,4,8124,8200,10,5,12,4.40,16,45,1.4,59,3165,3157,1057,3020,1402,1031
547,154,1,1129,11,4,8439,8300,4,3,9,4.33,11,26,1.4,50,1028,2031,2055,3067,1401,3111
548,9,1,1632,11,4,8124,8200,2,4,13,3.75,14,30,1.1,48,2031,3020,3157,3916,1402,1026
549,35,0,1742,11,4,9923,8000,7,6,7,2.33,13,34,1.2,58,3147,0,2055,3179,1400,3009
550,2,0,1806,11,4,8010,8300,6,7,8,2.00,14,42,1.4,56,3052,3800,2055,3071,1400,3111
551,59,0,936,11,4,8010,8300,3,3,3,2.00,8,17,1.1,86,1028,2031,2055,3044,1401,2422
552,154,1,991,11,4,8439,8300,5,1,6,11.00,11,18,1.1,52,3801,2031,0,3067,1401,2422
553,64,0,913,11,4,8010,8300,2,2,0,1.00,8,20,1.3,100,3044,2031,2055,3067,1400,2422
554,154,0,1809,11,4,8439,8300,5,5,13,3.60,14,73,2.4,67,3083,2421,1057,3109,1401,3111
555,154,1,1949,11,4,8439,8300,5,4,15,5.00,15,43,1.3,57,3075,2421,2055,3083,1401,3047
556,154,1,1260,11,4,8439,8300,7,3,9,5.33,14,53,2.5,37,1031,3067,2055,3083,1401,3047
557,60,1,1657,11,4,8112,8200,3,3,13,5.33,14,23,0.8,40,3191,2421,2055,3165,1402,3020
558,154,1,1339,11,4,8439,8300,1,2,6,3.50,11,14,0.6,30,3067,2031,2055,1029,1401,3111
559,154,1,2045,11,4,8439,8300,9,4,32,10.25,17,49,1.4,72,1031,3193,3109,3083,1401,3111
560,157,0,1372,14,4,8010,8100,0,6,4,0.67,12,153,6.7,36,1018,2031,2055,1055,3046,3006
561,20,0,1713,11,4,8439,8200,4,7,20,3.43,13,34,1.2,92,3742,2420,2055,3065,1401,3009
562,53,0,1409,14,4,8465,8300,0,0,3,3.60,10,35,1.5,60,3801,2003,1029,3857,3050,3117
563,81,1,1181,7,4,8010,8300,6,2,5,5.50,10,124,6.3,58,1055,2031,1036,3025,3004,3158
564,412,1,1722,14,4,8439,8300,1,1,17,18.00,13,36,1.3,69,1029,2424,3857,3050,3109,3117
565,154,0,1585,11,4,8439,8300,8,4,6,3.50,13,41,1.6,70,1028,3193,1029,3083,1401,3047
566,516,1,1219,12,4,8437,8200,4,1,6,10.00,13,122,6.0,53,1057,3010,1031,1054,3373,3047
567,53,1,1472,14,4,8439,8300,2,1,11,13.00,11,25,1.0,52,3024,2420,3857,3801,3050,3117
568,86,0,1614,12,4,8010,8400,6,6,0,1.00,13,156,5.8,32,1054,3053,0,3071,3742,3047
569,245,1,1369,11,4,8128,8300,5,1,12,17.00,12,29,1.3,61,1052,3152,2055,3057,1402,3020
570,432,1,1416,14,4,8465,8100,2,2,13,7.50,12,19,0.8,50,3801,0,2055,3851,3174,3117
571,81,1,1241,7,4,8010,8200,9,1,12,21.00,12,169,8.2,62,1055,2003,1053,3042,3078,3158
572,245,1,1720,11,4,8128,8300,7,2,13,10.00,13,35,1.2,65,2031,3152,3157,1028,1402,3020
573,157,0,1699,14,4,8010,8100,6,5,4,2.00,15,192,6.8,48,1055,3022,2055,3031,3046,3006
574,157,1,1774,14,4,8010,8100,14,6,6,3.33,17,194,6.6,54,3072,3140,3123,3371,3046,3006
575,64,1,1772,11,4,8010,8300,10,3,5,5.00,13,13,0.4,44,3071,0,2055,3179,1400,3111
576,56,0,2200,11,4,8008,8100,9,8,14,2.88,17,48,1.3,57,3814,3142,1031,3147,1400,3009
577,81,1,1857,1,4,8010,8200,2,3,8,3.33,15,177,5.7,31,0,3146,0,3078,3042,3111
578,157,0,1569,14,4,8010,8100,2,3,1,1.00,15,221,8.5,14,1055,3144,0,3031,3046,3006
579,56,0,1750,14,4,8008,8100,7,9,3,1.11,14,147,5.0,62,0,3142,0,3814,3147,3047
580,81,0,847,7,4,8010,8200,1,1,0,1.00,8,59,4.2,33,1036,3057,1055,1028,3070,1001
581,157,0,1539,14,4,8010,8100,7,4,3,2.50,15,176,6.9,59,1055,3153,0,3031,3046,3006
582,157,1,1639,1,4,8010,8100,7,3,6,4.33,16,192,7.0,50,1038,3140,0,3031,3046,3006
583,157,1,2142,14,4,8010,8100,2,5,15,3.40,17,203,5.7,41,3371,3139,0,1055,3046,3006
584,157,0,1169,14,4,8010,8100,1,4,0,0.25,11,127,6.5,20,1018,2031,2055,1055,3046,3006
585,86,0,2057,14,4,8010,8400,9,7,7,2.29,16,190,5.5,55,3082,3742,1011,3046,3078,3006
586,56,1,2246,11,4,8008,8100,16,6,10,4.33,17,41,1.1,57,3026,3153,3052,3071,1400,3111
587,516,1,1224,14,4,8360,8200,2,4,3,1.25,11,86,4.2,22,1054,2031,1029,3001,3751,2422
588,157,0,1555,14,4,8010,8100,4,6,6,1.67,14,161,6.2,50,3031,3140,0,1053,3046,3006
589,81,0,2043,14,4,8010,8200,6,9,6,1.33,14,88,2.6,48,3134,3153,3133,3042,3025,3158
590,157,0,970,14,4,8010,8100,2,4,0,0.50,10,107,6.6,29,1055,2003,1055,3086,1042,3006
591,157,0,1679,14,4,8010,8100,5,8,5,1.25,15,168,6.0,62,1055,3140,2055,3031,3046,3006
592,86,1,1228,14,4,8010,8200,13,4,4,4.25,13,115,5.6,71,3046,2031,2055,1011,3078,3006
593,157,1,932,14,4,8010,8100,7,1,6,13.00,12,131,8.4,54,1055,2031,1018,1038,3046,3006
594,157,1,1913,14,4,8010,8100,4,5,13,3.40,17,180,5.6,57,1055,3144,3140,3031,3046,3006
595,157,1,1738,14,4,8010,8100,10,5,8,3.60,16,175,6.0,60,3052,3140,1011,3031,3046,3006
596,235,0,1142,21,4,8351,8000,1,3,2,1.00,9,22,1.2,50,3179,2423,3863,1036,1036,3009
597,245,0,2108,11,4,8128,8300,8,10,11,1.90,13,22,0.6,51,3057,3152,3157,1082,1414,3020
598,555,1,1942,14,4,8439,8100,16,9,12,3.11,14,28,0.9,53,3179,2421,3156,3742,3147,3117
599,517,0,2048,12,4,8010,8300,7,5,4,2.20,16,182,5.3,69,3285,3152,2033,3191,3100,3158
600,157,1,2018,14,4,8010,8100,9,4,16,6.25,18,212,6.3,86,3072,3153,3140,3031,3046,3006
601,60,1,2300,11,4,8112,8200,3,4,15,4.50,16,49,1.3,46,3151,2421,3108,3165,1402,3117
602,157,0,2489,14,4,8010,8100,18,6,10,4.67,18,258,6.2,82,3022,3153,3139,3031,3046,3006
603,56,0,1468,14,4,8112,8000,7,6,5,2.00,13,156,6.4,71,0,3142,2003,3181,3147,1001
604,64,1,2150,11,4,8010,8100,12,0,10,26.40,16,47,1.3,65,3026,3077,3052,3071,1400,3111
605,157,1,1896,14,4,8010,8100,6,9,7,1.44,16,170,5.4,37,1055,3153,2055,3031,3046,3006
606,56,1,1273,14,4,8008,8100,12,1,4,16.00,14,145,6.8,55,1055,3142,3044,3067,3147,3047
607,157,1,2022,14,4,8010,8100,12,7,10,3.14,16,175,5.2,55,3046,3153,3139,2420,3031,3006
608,236,0,1640,7,4,8005,8200,3,7,4,1.00,14,171,6.3,50,1055,3153,3508,0,0,3006
609,4,0,1598,14,4,8360,8200,1,6,8,1.50,12,100,3.8,75,1052,3157,2033,2055,3027,3009
610,517,0,2456,14,4,8010,8300,4,8,15,2.38,17,151,3.7,49,3165,3152,3157,2055,3100,3020
611,157,0,1623,14,4,8010,8100,8,8,3,1.38,15,195,7.2,58,0,3031,0,3046,3026,3006
612,157,1,1826,14,4,8010,8100,9,7,9,2.57,14,140,4.6,62,1029,3153,2420,3031,3046,3006
613,60,0,1840,11,4,8112,8200,4,7,7,1.57,13,42,1.4,42,3108,2421,3191,3165,1402,3117
614,157,1,1348,14,4,8010,8100,6,2,16,11.00,13,145,6.5,76,1055,1036,0,3031,3046,3006
615,157,0,1963,14,4,8010,8100,4,7,5,1.29,16,217,6.6,43,1055,3153,2420,3031,3046,3006
616,157,1,1140,14,4,8010,8100,4,0,7,13.20,13,147,7.7,44,1018,3144,3046,0,0,3006
617,157,0,1868,14,4,8010,8100,13,9,8,2.33,16,164,5.3,66,3091,1053,3031,3026,3046,3006
618,157,0,2231,14,4,8010,8100,14,9,15,3.22,17,202,5.4,76,3091,3139,2421,3031,3046,3006
619,131,1,954,14,4,8010,8400,4,0,2,7.20,11,101,6.4,46,2031,3152,2055,3916,1056,1001
620,157,1,1673,14,4,8010,8100,15,8,6,2.62,15,135,4.8,70,1038,3153,2420,3031,3046,3006
621,64,0,1709,11,4,8010,8300,7,5,6,2.60,13,33,1.2,72,3156,3077,2055,2420,1400,3111
622,157,1,2124,14,4,8010,8100,14,7,8,3.14,18,238,6.7,44,1057,3153,3140,3031,3046,3006
623,157,1,2266,14,4,8010,8100,22,9,10,3.56,18,190,5.0,60,3031,3153,3139,3026,3046,3006
624,157,1,2024,14,4,8010,8100,15,5,15,6.00,17,207,6.1,71,1011,3153,3031,3046,3026,3006
625,245,0,2092,11,4,8128,8200,8,5,8,3.20,15,43,1.2,70,1058,3152,3157,1058,1402,3020
626,157,1,2473,14,4,8010,8100,14,6,3,2.83,18,274,6.6,68,3031,3153,3139,3046,3026,3006
627,157,0,1517,14,4,8010,8100,4,5,2,1.20,14,178,7.0,43,3091,1033,0,3046,1055,3006
628,60,1,2428,11,4,8112,8200,7,4,11,4.50,17,60,1.5,44,3165,3157,1026,3151,1402,3117
629,517,0,1406,14,4,8010,8100,3,5,3,1.20,11,108,4.6,40,3802,3152,2033,2055,1026,3020
630,157,1,1409,14,4,8010,8100,8,2,6,7.00,15,165,7.0,52,3052,3077,1055,3031,3046,3006
631,81,1,2320,7,4,8005,8200,13,3,7,6.67,18,212,5.5,62,3123,3153,3139,3078,3042,3158
632,67,1,2507,7,4,8005,8200,14,8,12,3.25,18,189,4.5,53,1028,3153,3139,3124,3046,3006
633,20,0,2188,11,4,8439,8200,2,4,4,1.50,14,47,1.3,55,3082,1011,2055,3742,1401,3111
634,64,0,1801,11,4,8010,8100,7,4,7,3.50,14,30,1.0,70,1033,3026,2055,3179,1412,3111
635,20,1,1286,11,4,8439,8200,5,1,15,20.00,12,30,1.4,65,1413,2031,2055,1011,1031,3009
636,59,0,1834,11,4,8010,8100,3,7,8,1.57,13,16,0.5,69,1031,2421,2055,3071,1400,3111
637,64,1,1826,11,4,8010,8300,2,6,10,2.00,14,22,0.7,46,3053,3077,2055,1412,0,3111
638,64,0,1227,11,4,8010,8300,3,4,2,1.25,9,4,0.2,83,0,2031,2055,3026,1400,2422
639,59,1,939,11,4,8010,8300,4,1,3,7.00,9,15,1.0,64,1028,2031,2055,1400,3044,3117
640,81,1,1420,7,4,8010,8200,1,2,5,3.00,12,151,6.4,43,1055,2031,2055,3078,3042,1001
641,81,0,1681,7,4,8008,8200,4,3,4,2.67,12,165,5.9,44,1055,1036,1036,3042,3025,3047
642,55,0,930,14,4,8010,8100,2,4,0,0.50,8,57,3.7,50,0,2420,2420,0,0,3117
643,157,0,1498,14,4,8010,8100,0,6,5,0.83,13,149,6.0,50,1043,3144,2031,1055,3046,3006
644,157,0,868,12,4,8010,8100,2,3,0,0.67,11,110,7.6,100,3087,1042,2055,0,1055,3006
645,157,1,1927,12,4,8010,8100,17,5,10,5.40,17,206,6.4,57,3033,3139,2055,3046,3031,3006
646,157,1,1809,12,4,8010,8100,6,4,6,3.00,16,179,5.9,39,3031,3139,1055,3155,3087,3006
647,60,0,1985,11,4,8112,8200,2,4,7,2.25,14,47,1.4,45,1402,2031,2055,3165,3136,3117
648,64,1,1405,11,4,8010,8300,5,2,6,5.50,13,28,1.2,48,1036,2031,2055,3026,1412,3111
649,92,0,1306,12,4,8010,8300,1,2,4,2.50,13,137,6.3,29,1054,1037,3133,1036,3071,3111
650,516,0,1499,12,4,8437,8200,0,3,5,1.67,14,150,6.0,62,1054,2031,1057,3010,3110,3111
651,64,0,1123,11,4,8010,8300,0,4,2,0.50,9,12,0.6,67,1036,2031,2055,1028,1412,3111
652,238,0,1266,14,4,8112,8000,1,6,1,0.33,11,110,5.2,25,0,2031,3140,2055,3179,3111
653,81,0,1820,7,4,8010,8200,10,8,3,1.62,15,134,4.4,46,1055,3153,3140,3025,3042,3111
654,58,0,2016,14,4,8010,8400,1,9,9,1.11,16,200,6.0,40,3071,3748,1028,3155,1054,3047
655,517,1,2342,3,4,8010,8300,9,5,13,4.40,18,171,4.4,67,3165,3152,3157,1058,3100,3158
656,4,1,1707,11,4,8360,8200,4,4,6,2.50,16,196,6.9,28,3100,3157,3907,0,3027,3111
657,64,1,1472,11,4,8010,8100,17,2,10,13.50,15,24,1.0,49,3071,3052,2055,3179,1400,3117
658,79,0,1276,11,4,8124,8200,3,3,3,2.00,11,18,0.8,46,1402,3020,2055,2031,1026,1052
659,121,1,1125,11,4,8112,8200,11,0,3,16.80,13,22,1.2,41,1412,2031,1036,1036,3147,1001
660,64,0,1393,11,4,8010,8100,3,8,5,1.00,12,25,1.1,67,1036,2031,2055,3179,1412,1001
661,64,1,2283,11,4,8010,8100,18,8,10,3.50,18,54,1.4,64,3071,3026,3053,3179,1400,3047
662,60,1,1832,11,4,8112,8200,3,2,8,5.50,14,32,1.0,55,3916,3157,2055,0,1402,3117
663,157,0,1417,14,4,8010,8100,3,9,2,0.56,13,171,7.2,33,1055,3153,2003,1018,3087,3006
664,157,1,1871,14,4,8010,8100,19,6,8,4.50,18,204,6.5,64,3156,3139,3026,3031,3087,3006
665,35,1,1804,11,4,8128,8000,6,3,12,6.00,15,13,0.4,78,3179,2031,2015,3147,1400,3117
666,154,0,2629,11,4,8439,8300,3,9,9,1.33,15,26,0.6,36,3065,3076,0,3083,1401,3047
667,555,0,1698,14,4,8439,8100,5,6,7,2.00,12,38,1.3,63,3147,2420,3857,1038,3179,3117
668,412,0,1770,14,4,8439,8300,1,6,7,1.33,12,30,1.0,40,3857,2424,2055,3109,3050,3117
669,555,0,1624,14,4,8439,8100,4,8,12,2.00,11,35,1.3,62,3147,1011,3857,1031,3179,3117
670,105,0,1338,14,4,8112,8300,1,6,1,0.33,12,135,6.1,29,1052,2033,0,3191,3100,3020
671,555,0,1344,14,4,8439,8100,2,5,3,1.00,10,34,1.5,62,3857,0,2055,3179,3147,3117
672,81,1,1884,7,4,8358,8000,8,6,13,3.50,15,170,5.4,48,3072,2031,0,3078,3042,3158
673,157,0,1284,14,4,8021,8100,0,9,1,0.11,11,100,4.7,12,1055,0,0,1055,3087,3006
674,412,0,1322,14,4,8439,8300,2,6,4,1.00,9,24,1.1,75,3855,1028,2055,3050,2424,3117
675,157,1,1877,1,4,8010,8100,10,6,9,3.17,17,199,6.4,61,3072,2421,3140,3031,3046,3006
676,64,0,2133,11,4,8010,8100,6,7,10,2.29,16,46,1.3,50,3147,3026,2055,3071,1412,3111
677,105,0,1190,14,4,8112,8000,4,4,2,1.50,11,103,5.2,75,2031,3152,2055,0,3100,3020
678,555,1,1738,14,4,8439,8100,12,2,4,8.00,14,42,1.4,47,1011,3026,3857,3179,3147,3117
679,64,0,1380,11,4,8010,8100,2,5,2,0.80,10,22,1.0,44,1036,2031,2055,3134,1412,3117
680,64,1,2189,11,4,8010,8100,6,8,22,3.50,17,59,1.6,67,3155,3026,2055,3179,1412,3117
681,64,0,1211,11,4,8010,8100,4,4,4,2.00,11,16,0.8,57,1028,2031,2055,3179,1412,3117
682,64,1,1871,11,4,8010,8100,11,6,14,4.17,16,53,1.7,68,3155,3026,2055,3179,1412,3117
683,157,1,1863,12,4,8010,8100,12,5,6,3.60,17,243,7.8,50,0,3153,3139,3046,3031,3006
684,4,1,1750,1,4,8437,8300,7,3,17,8.00,16,163,5.6,59,2033,3157,3102,3094,3027,3111
685,157,1,2493,14,4,8021,8100,12,7,9,3.00,18,288,6.9,49,3053,3153,3139,3031,3087,3006
686,64,0,2097,11,4,8010,8300,6,5,4,2.00,14,27,0.8,53,3179,2031,2055,3156,1412,3111
687,60,0,2043,11,4,8112,8200,6,10,10,1.60,13,28,0.8,43,1033,3386,2055,3102,1402,3117
688,157,1,1484,12,4,8010,8100,5,5,6,2.20,14,157,6.3,41,0,1036,0,3053,3087,3006
689,64,1,1607,11,4,8010,8100,9,5,15,4.80,13,29,1.1,67,3155,3077,2055,1400,3071,3117
690,60,1,1361,11,4,8112,8200,3,2,3,3.00,12,19,0.8,30,1026,2031,2055,3916,1402,3117
691,60,0,1414,11,4,8112,8200,2,7,3,0.71,9,19,0.8,38,3916,2031,2055,0,1402,3117
692,81,1,1780,7,4,8010,8200,9,7,13,3.14,15,169,5.7,58,1055,3153,1037,3078,3042,3158
693,64,0,1949,11,4,8010,8100,2,11,4,0.55,14,34,1.0,25,3053,3077,2055,0,1400,3111
694,60,0,2005,11,4,8112,8200,2,8,7,1.12,13,46,1.4,29,3916,3157,2055,0,1402,3117
695,60,0,1645,11,4,8112,8200,9,8,7,2.00,12,21,0.8,76,1026,2420,3108,3165,1402,3117
